date,cleanText
2019-03-02,"If you bought enhanced autopilot, FSD upgrade costs $2k instead of $5k If you bought a Tesla before yesterday’s price reduction, you can have Autopilot or full self-driving at half normal cost (up to $6k less)"
2019-03-03,"Yes. Personally, I’m most excited by the Tesla Truck. Maybe it will be too futuristic for most people, but I love it. Model Y, being an SUV, is about 10% bigger than Model 3, so will cost about 10% more &amp; have slightly less range for same battery Model Y unveil event on March 14 at LA Design Studio First public Tesla V3.0 Supercharger Station goes live Wed 8pm Model S will be raised to 162mph too"
2019-03-04,"Gap in understanding is that $35k Model 3 production *starts* this month, but will not reach volume production until mid year. Extremely difficult to predict middle part of manufacturing S-curve."
2019-03-05,Tesla comms is fixing. That was a mistake.
2019-03-07,"Getting rid of peak power splitting across two bays &amp; updated software with battery warmup results in &gt;2X improvement in fleet charge time Latest software improves Tesla Supercharger times by up to 25% for all Tesla S/X/3 worldwide, incl original 2012 Model S. Not splitting power across 2 Supercharger stalls helps all cars up to 50%. Very little power &amp; only right before you get to the Supercharger. You won’t notice it in range. You’re most welcome. Very proud of Tesla team. Super tough 15 years! Those improvements are independent of Supercharger V3 power increase from 135kW to 250+kW. All factors considered, charge time will drop by factor of 4 best case &amp; more than 2 for whole Tesla fleet. Effectively, this more than doubles total WW Supercharger system throughput. If you navigate to Supercharger, car will warm up battery en route, so you start immediately at max power"
2019-03-09,"For cargo missions, propulsive land landing should be no problem. Doesn’t have same safety criticality as crew. Dragon 2 was designed to land using thrusters, with parachutes as backup. Switched to chutes as primary, due to difficulty of proving safety, but Dragon can still do it."
2019-03-12,"When prices go down, those who already bought want the lower price, but, if prices go up, those who already bought don’t want to write Tesla a check. So it goes. Tesla car prices go up ~3% next week, except for $35k Model 3. Order online at before then for current prices."
2019-03-14,Worth watching Revenge of the Electric Car. Covers rebirth of electric cars in general. Has footage before &amp; after we started production of our first car.
2019-03-15,London to Beijing Supercharger route
2019-03-16,"To be clear, orders are fully refundable, even after you’ve had your Tesla for a week This causes some media confusion, as batch builds &amp; ship arrival times can make our sales seem incredible one month &amp; terrible following month, but consumer tastes don’t actually vary so much. Massive month over month changes are usually because of production/shipping schedules. Not exactly same time, as countries have different regulations &amp; we try to build in batches to simplify production Model 3 partial permanent magnet induction motor, especially with silicon carbide inverter, is so efficient that it outdoes two induction motors. If we could decouple forward induction motor to avoid spin losses, then range of dual might be higher, but that’s a lot of complexity. Still get this question a lot, even though Norway has highest Tesla cars per person on (super appreciated!). Also, AWD is nice to have, but def not required for snow/ice. About a minute in, we flashed a teaser pic of Tesla cyberpunk truck End Titles from Blade Runner played after Model Y webcast cut"
2019-03-21,"Best to get a Tesla Powerwall, so you can power your house &amp; also drive"
2019-03-22,"If someone has already won a Roadster from a prior program, they’re only eligible to win the signed Performance Y New Tesla referral program just released"
2019-03-24,"Only when Y is in production To be clear, this doesn’t affect Tesla website order prices. Existing inventory prices are currently slightly lower than on website. This will bring them in line. Please note prices on all Tesla inventory cars worldwide rise by ~3% on April 1"
2019-03-26,"Hard to appreciate how much Tesla Autopilot improves enjoyment of driving until you try it Glad you like it! Navigate on Autopilot hopefully approved for Europe soon. Ford has 4 CEOs in 5 years &amp; nobody blinks, but Tesla loses 1 intern &amp; it’s front page news. I tell ya (shakes fist at sky) …"
2019-03-27,Super proud of Tesla Autopilot team!
2019-03-28,"Rare use case, but it is possible. There are complications with this. Eary prototype Roadsters had this ability."
2019-03-29,"Anyone who purchased full self-driving will get FSD computer upgrade for free. This is the only change between Autopilot HW2.5 &amp; HW3. Going forward “HW3” will just be called FSD Computer, which is accurate. No change to vehicle sensors or wire harness needed. This is v important."
2019-03-30,"We’ve been so mired in production &amp; logistics for past 18 months. Really looking fwd to getting Semi into production. Amazing work by Tesla Delivery teams, especially in Europe &amp; China! Most insane logistics challenge I’ve ever seen. Thanks also to many country &amp; city officials for your help this weekend! Super appreciated. Retrofits will start when our software is able to take meaningful advantage of the Tesla FSD computer, which is an order of magnitude more capable. For now, it’s slightly disadvantageous to have Tesla FSD computer, as our software is more refined for HW2. Anyone who bought FSD will get it Tesla Semi delivering Tesla cars"
2019-04-01,"Going forward, all Tesla stores will be tiny &amp; have tiny cars"
2019-04-04,"Totally agree. Tesla phone app should have all controls that car center screen has, so your phone can serve as a complete backup."
2019-04-05,"“…drivers in this dataset use Autopilot for 34.8% of their driven miles, and yet appear to maintain a relatively high degree of functional vigilance.” Yes, instead of someone needing to drive their car personally, they can manage a fleet of self-driving cars That’s exactly the idea. What’s not well understood is that Tesla cars being made *today* will be able to do that for you. Just a matter of finishing the software &amp; going through regulatory approval. Will be explained in depth via live webcast on April 22. It’s there for when we start competing with Uber/Lyft &amp; people allow their car to earn money for them as part of the Tesla shared autonomy fleet. In case someone messes up your car, you can check the video."
